wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,Industry,speed_of_payment,Income,Adjusted Income,Annual Income,Adjusted Annual Income,Income Multiplier Based on Age,Wealth Indicator,Net Worth,Proposed Subscription Amount,Net Worth / Total Commitment,Income / Total Commitment
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,82,41 General & Keyboard Clerks,Unknown Industry,26,6311.04,0,75732.48,0,2,50000,201464.96,4000,50.36624,18.93312
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48,41 General & Keyboard Clerks,Unknown Industry,30,4508.78,4508.78,54105.36,54105.36,3,0,162316.08000000002,8000,20.289510000000003,6.76317
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74,54 Protective Services Workers,Unknown Industry,50,8056.799999999999,0,96681.6,0,2,50000,243363.2,6000,40.56053333333333,16.1136
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,82,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,30,6625.68,0,79508.16,0,2,50000,209016.32,4000,52.25408,19.87704
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,66,5778,5778,69336,69336,2,50000,188672,12000,15.722666666666667,5.778
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,44,11271.4,0,135256.8,0,2,50000,320513.6,10000,32.051359999999995,13.52568
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34,83 Drivers & Mobile Machinery Operators,Unknown Industry,41,4216.16,4216.16,50593.92,50593.92,2,50000,151187.84,10000,15.118784,5.059392
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,83 Drivers & Mobile Machinery Operators,Unknown Industry,31,4468.8,4468.8,53625.600000000006,53625.600000000006,1.5,50000,130438.40000000001,9000,14.493155555555557,5.958400000000001
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,47,4642.88,4642.88,55714.56,55714.56,1.5,50000,133571.84,11000,12.142894545454546,5.06496
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21,91 Cleaners & Related Workers,Unknown Industry,34,3844.75,3844.75,46137,46137,1.5,50000,119205.5,9000,13.245055555555556,5.126333333333333
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,93 Labourers & Related Workers,Unknown Industry,41,4273.78,4273.78,51285.36,51285.36,1.5,50000,126928.04000000001,9000,14.103115555555556,5.6983733333333335
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63,21 Science & Engineering Professionals,Science & Engineering,65,11459.28,11459.28,137511.36000000002,137511.36000000002,3.5,50000,531289.76,20000,26.564488,6.875568
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36,91 Cleaners & Related Workers,Unknown Industry,39,5553.34,5553.34,66640.08,66640.08,2,50000,183280.16,12000,15.273346666666667,5.55334
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,37,25 Information & Communications Technology Professionals,Unknown Industry,51,3782.45,3782.45,45389.4,45389.4,2,0,90778.8,6000,15.129800000000001,7.564900000000001
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,32,5866.02,0,70392.23999999999,0,2,50000,190784.47999999998,5000,38.156895999999996,14.078447999999998
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,51 Personal Service Workers,Unknown Industry,39,4290.68,2145.34,51488.16,25744.08,3.5,50000,230208.56,8000,28.77607,6.43602
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,88,41 General & Keyboard Clerks,Unknown Industry,57,7974.26,0,95691.12,0,2,50000,241382.24,3000,80.46074666666667,31.897039999999997
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,33,4806,4806,57672,57672,1.5,50000,136508,11000,12.409818181818181,5.242909090909091
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,59,33 Business & Administration Associate Professionals,Business & Administration,58,6913,6913,82956,82956,4,0,331824,14000,23.701714285714285,5.925428571428571
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,19,36 Teaching Associate Professionals,Unknown Industry,47,3226.25,3226.25,38715,38715,1.5,50000,108072.5,9000,12.008055555555556,4.301666666666667
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,34,4768.990000000001,4768.990000000001,57227.880000000005,57227.880000000005,2,50000,164455.76,10000,16.445576000000003,5.722788
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,13 Production & Specialised Services Managers,Unknown Industry,46,7066.98,3533.49,84803.76,42401.88,3.5,0,296813.16,9000,32.97924,9.42264
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55,32 Health Associate Professionals,Health,49,7656.25,7656.25,91875,91875,4,50000,417500,19000,21.973684210526315,4.8355263157894735
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,42,51 Personal Service Workers,Unknown Industry,46,5036.64,5036.64,60439.68000000001,60439.68000000001,3,50000,231319.04000000004,13000,17.79377230769231,4.649206153846154
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58,23 Teaching & Training Professionals,Education,24,9066.24,9066.24,108794.88,108794.88,4,50000,485179.52,20000,24.258976,5.439744
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51,33 Business & Administration Associate Professionals,Business & Administration,32,6305,6305,75660,75660,4,50000,352640,17000,20.743529411764705,4.450588235294117
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,37,4095.96,4095.96,49151.52,49151.52,3.5,0,172030.31999999998,7000,24.575759999999995,7.021645714285714
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,70,83 Drivers & Mobile Machinery Operators,Unknown Industry,39,7254.799999999999,0,87057.59999999999,0,2,50000,224115.19999999998,7000,32.01645714285714,12.436799999999998
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29,13 Production & Specialised Services Managers,Unknown Industry,46,5567.76,5567.76,66813.12,66813.12,1.5,50000,150219.68,11000,13.656334545454545,6.073919999999999
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,41,10942.08,10942.08,131304.96,131304.96,4,50000,575219.84,27000,21.304438518518516,4.863146666666666
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,75,43 Numerical & Material-Recording Clerks,Clerical Support,26,4094,0,49128,0,2,50000,148256,4000,37.064,12.282
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,43,10267.78,10267.78,123213.36000000002,123213.36000000002,3.5,0,431246.76000000007,17000,25.367456470588237,7.247844705882354
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,33,52 Sales Workers,Unknown Industry,46,5500.2,5500.2,66002.4,66002.4,2,0,132004.8,9000,14.6672,7.3336
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,35,51 Personal Service Workers,Unknown Industry,45,3738,3738,44856,44856,2,50000,139712,9000,15.523555555555555,4.984
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,49,83 Drivers & Mobile Machinery Operators,Unknown Industry,50,6189.19,6189.19,74270.28,74270.28,3,50000,272810.83999999997,14000,19.48648857142857,5.30502
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24,23 Teaching & Training Professionals,Education,48,7403.44,7403.44,88841.28,88841.28,1.5,0,133261.91999999998,10000,13.326191999999999,8.884128
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52,52 Sales Workers,Unknown Industry,44,5802.32,5802.32,69627.84,69627.84,4,50000,328511.36,16000,20.531959999999998,4.3517399999999995
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,61,33 Business & Administration Associate Professionals,Business & Administration,39,5789,5789,69468,69468,3.5,50000,293138,11000,26.64890909090909,6.315272727272728
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,72,12 Administrative & Commercial Managers,Management,23,9024,0,108288,0,2,50000,266576,7000,38.08228571428572,15.469714285714286
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,24 Business & Administration Professionals,Business & Administration,44,11757,11757,141084,141084,2,0,282168,20000,14.1084,7.0542
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,39,13 Production & Specialised Services Managers,Unknown Industry,42,6476.780000000001,6476.780000000001,77721.36000000002,77721.36000000002,2,0,155442.72000000003,9000,17.271413333333335,8.635706666666668
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24,43 Numerical & Material-Recording Clerks,Clerical Support,42,3093,3093,37116,37116,1.5,50000,105674,8000,13.20925,4.6395
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,27,8320.560000000001,8320.560000000001,99846.72000000002,99846.72000000002,3,50000,349540.16000000003,21000,16.644769523809526,4.754605714285715
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,"72 Metal, Machinery & Related Trades Workers",Unknown Industry,29,4339.78,4339.78,52077.36,52077.36,1.5,50000,128116.04000000001,9000,14.235115555555556,5.786373333333334
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,50,5646.25,5646.25,67755,67755,4,50000,321020,14000,22.93,4.839642857142858
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,52 Sales Workers,Unknown Industry,39,8052.299999999999,4026.15,96627.6,48313.8,3.5,50000,388196.60000000003,12000,32.34971666666667,8.0523
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,46,8685.6,0,104227.2,0,2,50000,258454.4,4000,64.6136,26.0568
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28,51 Personal Service Workers,Unknown Industry,40,4898.04,4898.04,58776.48,58776.48,1.5,0,88164.72,6000,14.69412,9.79608
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,23 Teaching & Training Professionals,Education,40,10616.2,0,127394.4,0,2,0,254788.8,8000,31.848599999999998,15.924299999999999
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49,41 General & Keyboard Clerks,Unknown Industry,49,5205.06,5205.06,62460.72,62460.72,3,50000,237382.16,12000,19.781846666666667,5.2050600000000005
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,83 Drivers & Mobile Machinery Operators,Unknown Industry,34,4878.3,4878.3,58539.600000000006,58539.600000000006,2,50000,167079.2,12000,13.923266666666668,4.8783
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32,52 Sales Workers,Unknown Industry,40,3879.06,3879.06,46548.72,46548.72,2,50000,143097.44,10000,14.309744,4.654872
TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52,25 Information & Communications Technology Professionals,Unknown Industry,35,6572.139999999999,6572.139999999999,78865.68,78865.68,4,50000,365462.72,18000,20.303484444444443,4.381426666666666
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,13 Production & Specialised Services Managers,Unknown Industry,35,3908,3908,46896,46896,2,50000,143792,10000,14.3792,4.6896
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,36 Teaching Associate Professionals,Unknown Industry,36,4174.97,4174.97,50099.64,50099.64,3.5,50000,225348.74,9000,25.03874888888889,5.566626666666666
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,24 Business & Administration Professionals,Business & Administration,42,11512,5756,138144,69072,3.5,50000,533504,17000,31.38258823529412,8.126117647058823
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,89,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,35,8430.179999999998,0,101162.15999999996,0,2,0,202324.31999999992,2000,101.16215999999996,50.58107999999998
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67,33 Business & Administration Associate Professionals,Business & Administration,52,6147,3073.5,73764,36882,3.5,0,258174,9000,28.686,8.196
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,13 Production & Specialised Services Managers,Unknown Industry,31,8389.81,0,100677.72,0,2,50000,251355.44,7000,35.90792,14.38253142857143
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,35,42 Customer Services Officers & Clerks,Customer Service,38,3536,3536,42432,42432,2,50000,134864,9000,14.98488888888889,4.714666666666667
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,"72 Metal, Machinery & Related Trades Workers",Unknown Industry,35,4456.12,4456.12,53473.44,53473.44,2,50000,156946.88,11000,14.267898181818182,4.861221818181819
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67,41 General & Keyboard Clerks,Unknown Industry,54,4200.42,2100.21,50405.04,25202.52,3.5,50000,226417.64,7000,32.345377142857146,7.2007200000000005
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,44,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,41,4301.22,4301.22,51614.64,51614.64,3,50000,204843.91999999998,11000,18.622174545454545,4.69224
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,21 Science & Engineering Professionals,Science & Engineering,50,9960,9960,119520,119520,4,100000,578080,29000,19.933793103448277,4.121379310344827
FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,33,41 General & Keyboard Clerks,Unknown Industry,25,5742.25,5742.25,68907,68907,2,100000,237814,16000,14.863375,4.3066875
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,84,33 Business & Administration Associate Professionals,Business & Administration,42,7387,0,88644,0,2,50000,227288,4000,56.822,22.161
TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,21 Science & Engineering Professionals,Science & Engineering,48,11751.8,5875.900000000001,141021.6,70510.8,3.5,50000,543575.6000000001,20000,27.178780000000003,7.051080000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,33 Business & Administration Associate Professionals,Business & Administration,40,6298,0,75576,0,2,0,151152,4000,37.788,18.894
FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,52 Sales Workers,Unknown Industry,50,4306.139999999999,0,51673.67999999999,0,2,100000,203347.36,6000,33.89122666666666,8.612279999999998
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,33 Business & Administration Associate Professionals,Business & Administration,34,7246,7246,86952,86952,2,50000,223904,15000,14.926933333333332,5.7968
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,45,22 Health Professionals,Unknown Industry,54,3752.45,3752.45,45029.4,45029.4,3,100000,235088.2,13000,18.083707692307694,3.4638
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,83,54 Protective Services Workers,Unknown Industry,62,6924.78,0,83097.36,0,2,0,166194.72,3000,55.39824,27.69912
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,51 Personal Service Workers,Unknown Industry,36,4946.5,4946.5,59358,59358,3.5,100000,307753,12000,25.646083333333333,4.9465
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25,12 Administrative & Commercial Managers,Management,35,11600,11600,139200,139200,1.5,50000,258800,19000,13.621052631578948,7.326315789473684
TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,51,35 Information & Communications Technicians,Unknown Industry,54,4725.05,4725.05,56700.600000000006,56700.600000000006,4,50000,276802.4,14000,19.771600000000003,4.0500428571428575
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34,33 Business & Administration Associate Professionals,Business & Administration,55,7566,7566,90792,90792,2,100000,281584,19000,14.820210526315789,4.778526315789474
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,83 Drivers & Mobile Machinery Operators,Unknown Industry,34,5385.44,5385.44,64625.28,64625.28,1.5,50000,146937.91999999998,11000,13.357992727272725,5.8750254545454546
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32,51 Personal Service Workers,Unknown Industry,35,6054.72,6054.72,72656.64,72656.64,2,50000,195313.28,13000,15.024098461538461,5.588972307692307
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,37,8839.34,8839.34,106072.08,106072.08,2,50000,262144.16000000003,17000,15.420244705882356,6.239534117647059
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22,21 Science & Engineering Professionals,Science & Engineering,26,7242.240000000001,7242.240000000001,86906.88,86906.88,1.5,50000,180360.32,14000,12.88288,6.207634285714286
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,30,8573.52,0,102882.24,0,3.5,0,360087.84,11000,32.73525818181818,9.352930909
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,43,91 Cleaners & Related Workers,Unknown Industry,29,5197.999999999999,5197.999999999999,62375.99999999999,62375.99999999999,3,50000,237127.99999999997,14000,16.937714285714282,4.455428571428571
TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57,36 Teaching Associate Professionals,Unknown Industry,32,4177.03,4177.03,50124.36,50124.36,4,50000,250497.44,11000,22.772494545454546,4.55676
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,93 Labourers & Related Workers,Unknown Industry,39,4434.08,4434.08,53208.96,53208.96,2,50000,156417.91999999998,10000,15.641791999999999,5.320896
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,21 Science & Engineering Professionals,Science & Engineering,42,6782.5,6782.5,81390,81390,4,50000,375560,17000,22.09176470588235,4.787647059
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,55,7857,7857,94284,94284,3,50000,332852,18000,18.491777777777777,5.238
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57,83 Drivers & Mobile Machinery Operators,Unknown Industry,30,6497.32,6497.32,77967.84,77967.84,4,100000,411871.36,18000,22.881742222222222,4.331546666666666
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,34,33 Business & Administration Associate Professionals,Business & Administration,49,7876,7876,94512,94512,2,50000,239024,16000,14.939,5.907
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21,23 Teaching & Training Professionals,Education,37,6815.900000000001,6815.900000000001,81790.8,81790.8,1.5,0,122686.20000000001,10000,12.26862,8.17908
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,75,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,39,5378.05,0,64536.600000000006,0,2,50000,179073.2,4000,44.7683,16.13415
FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,74,"71 Building & Related Trades Workers, Excluding Electricians",Unknown Industry,46,8208,0,98496,0,2,100000,296992,8000,37.124,12.312
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,22 Health Professionals,Unknown Industry,28,4799.639999999999,2399.82,57595.67999999999,28797.84,3.5,50000,251584.87999999998,8000,31.448109999999996,7.199459999999999
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,31,93 Labourers & Related Workers,Unknown Industry,43,5642.87,5642.87,67714.44,67714.44,2,50000,185428.88,13000,14.26376,5.208803076923077
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28,52 Sales Workers,Unknown Industry,41,3799.46,3799.46,45593.52,45593.52,1.5,50000,118390.28,9000,13.154475555555555,5.065946666666666
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,44,33 Business & Administration Associate Professionals,Business & Administration,44,7817,7817,93804,93804,3,50000,331412,19000,17.442736842105262,4.937052631578948
FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,41 General & Keyboard Clerks,Unknown Industry,42,4616.42,0,55397.04,0,2,100000,210794.08000000002,6000,35.13234666666667,9.23284
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,36 Teaching Associate Professionals,Unknown Industry,64,3482.48,3482.48,41789.76,41789.76,2,50000,133579.52000000002,9000,14.84216888888889,4.643306666666667
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,54 Protective Services Workers,Unknown Industry,33,7546.639999999999,3773.32,90559.68,45279.84,3.5,50000,366958.88,12000,30.579906666666666,7.546639999999999
TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,34,9131.7,9131.7,109580.4,109580.4,4,50000,488321.6,23000,21.231373913043477,4.764365217391304
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,52 Sales Workers,Unknown Industry,33,6020,6020,72240,72240,4,50000,338960,15000,22.597333333333335,4.816
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,33 Business & Administration Associate Professionals,Business & Administration,34,7793,7793,93516,93516,4,0,374064,17000,22.003764705882354,5.5009411764705884
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,33,7823.05,7823.05,93876.6,93876.6,1.5,0,140814.90000000002,10000,14.081490000000002,9.38766
FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59,33 Business & Administration Associate Professionals,Business & Administration,51,5636,5636,67632,67632,4,100000,370528,15000,24.701866666666668,4.5088
