wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,speed_of_payment
False,False,True,False,False,False,True,False,False,False,False,False,18,41 General & Keyboard Clerks,24
True,True,False,False,False,False,True,False,False,False,False,False,21,12 Administrative & Commercial Managers,33
False,False,True,False,False,False,False,False,False,False,False,True,57,21 Science & Engineering Professionals,39
True,False,False,False,False,False,False,False,False,False,True,False,45,32 Health Associate Professionals,42
False,True,False,False,False,False,False,False,False,False,False,True,45,12 Administrative & Commercial Managers,37
True,True,False,False,False,False,True,False,False,False,False,False,33,24 Business & Administration Professionals,43
True,False,False,False,False,False,False,False,True,False,False,False,60,22 Health Professionals,27
False,False,False,True,False,False,True,False,False,False,False,False,34,24 Business & Administration Professionals,54
True,False,False,False,False,False,False,False,True,False,False,False,35,54 Protective Services Workers,39
True,False,True,False,False,False,True,False,False,False,False,False,67,"26 Legal, Social, Religious & Cultural Professionals",51
True,True,False,False,False,False,False,False,True,False,False,False,32,22 Health Professionals,43
True,True,False,False,False,False,True,False,False,False,False,False,30,"11 Legislators, Senior Officials & Chief Executives",44
False,True,True,False,False,False,False,False,True,False,False,False,25,"34 Legal, Social, Cultural & Related Associate Professionals",45
False,True,False,False,False,False,False,True,False,False,False,False,25,31 Physical & Engineering Science Associate Professionals,44
False,True,True,False,False,False,False,True,False,False,False,False,49,31 Physical & Engineering Science Associate Professionals,46
False,True,False,False,False,False,False,False,False,False,False,True,73,52 Sales Workers,53
False,True,True,False,False,False,False,False,False,True,False,False,72,33 Business & Administration Associate Professionals,41
False,True,False,False,False,False,False,False,False,True,False,False,28,42 Customer Services Officers & Clerks,47
True,True,False,False,False,False,True,False,False,False,False,False,52,12 Administrative & Commercial Managers,39
False,False,False,False,False,True,False,False,False,True,False,False,56,"11 Legislators, Senior Officials & Chief Executives",54
False,True,False,True,False,False,False,False,False,False,False,True,79,41 General & Keyboard Clerks,33
False,True,False,False,True,False,False,True,False,False,False,False,44,91 Cleaners & Related Workers,58
False,True,True,False,False,False,False,False,False,True,False,False,62,33 Business & Administration Associate Professionals,39
False,True,True,False,True,False,True,False,False,False,False,False,19,"34 Legal, Social, Cultural & Related Associate Professionals",25
False,False,False,False,True,True,False,True,False,False,False,False,82,33 Business & Administration Associate Professionals,41
False,False,True,True,False,False,False,True,False,False,False,False,81,"26 Legal, Social, Religious & Cultural Professionals",33
False,False,True,False,False,False,False,False,False,True,False,False,70,33 Business & Administration Associate Professionals,48
False,False,False,False,True,False,False,False,True,False,False,False,50,91 Cleaners & Related Workers,33
True,True,False,False,False,False,True,False,False,False,False,False,44,82 Assemblers & Quality Checkers,35
True,True,True,False,False,False,True,False,False,False,False,False,59,93 Labourers & Related Workers,21
False,True,False,False,False,False,True,False,False,False,False,False,41,74 Electrical & Electronic Trades Workers,35
True,True,True,False,False,False,True,False,False,False,False,False,49,"26 Legal, Social, Religious & Cultural Professionals",15
False,True,False,False,False,True,True,False,False,False,False,False,79,91 Cleaners & Related Workers,24
True,False,True,False,False,True,False,False,True,False,False,False,52,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",47
True,False,False,False,False,False,True,False,False,False,False,False,89,93 Labourers & Related Workers,47
True,True,False,False,False,True,False,False,False,True,False,False,23,94 Food Preparation & Kitchen Assistants,44
False,False,True,False,False,False,False,True,False,False,False,False,57,52 Sales Workers,30
False,True,False,False,False,False,False,False,False,False,False,True,69,42 Customer Services Officers & Clerks,39
False,False,False,True,False,False,False,True,False,False,False,False,36,42 Customer Services Officers & Clerks,39
False,True,False,False,False,False,True,False,False,False,False,False,51,33 Business & Administration Associate Professionals,28
True,False,False,False,True,False,True,False,False,False,False,False,52,21 Science & Engineering Professionals,55
True,True,False,False,False,True,False,True,False,False,False,False,60,"11 Legislators, Senior Officials & Chief Executives",48
True,True,True,False,False,False,True,False,False,False,False,False,34,33 Business & Administration Associate Professionals,37
True,True,False,False,True,False,False,False,False,True,False,False,68,43 Numerical & Material-Recording Clerks,40
False,True,False,False,False,True,True,False,False,False,False,False,25,42 Customer Services Officers & Clerks,42
True,True,False,False,False,False,True,False,False,False,False,False,68,21 Science & Engineering Professionals,19
True,True,False,False,False,False,True,False,False,False,False,False,83,33 Business & Administration Associate Professionals,37
True,True,False,False,False,False,False,False,False,True,False,False,37,91 Cleaners & Related Workers,33
False,False,False,True,False,False,True,False,False,False,False,False,35,24 Business & Administration Professionals,29
True,True,False,False,False,False,True,False,False,False,False,False,46,25 Information & Communications Technology Professionals,37
False,True,False,True,False,False,True,False,False,False,False,False,84,54 Protective Services Workers,57
False,True,False,False,False,False,True,False,False,False,False,False,41,X1 - X5 Workers Not Elsewhere Classified,46
True,True,False,False,False,False,False,False,False,True,False,False,56,"75 Food Processing, Woodworking, Garment, Leather & Other Craft & Related Trades Workers",34
True,True,False,True,False,True,True,False,False,False,False,False,18,13 Production & Specialised Services Managers,45
